a.bɛ.se	a.bɛ.se	V;INF
a.bɛ.se	a.bɛ.sɑ̃	V;PRES;GER
a.bɛ.se	a.bɛ.se	V;PST;PP
a.bɛ.se	a.bɛs	V;PRES;SG;1P
a.bɛ.se	a.bɛs	V;PRES;SG;2P
a.bɛ.se	a.bɛs	V;PRES;SG;3P
a.bɛ.se	a.bɛ.sɔ̃	V;PRES;PL;1P
a.bɛ.se	a.bɛ.se	V;PRES;PL;2P
a.bɛ.se	a.bɛs	V;PRES;PL;3P
a.batʁ	a.batʁ	V;INF
a.batʁ	a.ba.tɑ̃	V;PRES;GER
a.batʁ	a.ba.ty	V;PST;PP
a.batʁ	a.ba	V;PRES;SG;1P
a.batʁ	a.ba	V;PRES;SG;2P
a.batʁ	a.ba	V;PRES;SG;3P
a.batʁ	a.ba.tɔ̃	V;PRES;PL;1P
a.batʁ	a.ba.te	V;PRES;PL;2P
a.batʁ	a.bat	V;PRES;PL;3P
ap.stə.niʁ	ap.stə.niʁ	V;INF
ap.stə.niʁ	ap.stə.nɑ̃	V;PRES;GER
ap.stə.niʁ	ap.stə.ny	V;PST;PP
ap.stə.niʁ	ap.stjɛ̃	V;PRES;SG;1P
ap.stə.niʁ	ap.stjɛ̃	V;PRES;SG;2P
ap.stə.niʁ	ap.stjɛ̃	V;PRES;SG;3P
ap.stə.niʁ	ap.stə.nɔ̃	V;PRES;PL;1P
ap.stə.niʁ	ap.stə.ne	V;PRES;PL;2P
ap.stə.niʁ	ap.stjɛn	V;PRES;PL;3P
ak.sɛp.te	ak.sɛp.te	V;INF
ak.sɛp.te	ak.sɛp.tɑ̃	V;PRES;GER
ak.sɛp.te	ak.sɛp.te	V;PST;PP
ak.sɛp.te	ak.sɛpt	V;PRES;SG;1P
ak.sɛp.te	ak.sɛpt	V;PRES;SG;2P
ak.sɛp.te	ak.sɛpt	V;PRES;SG;3P
ak.sɛp.te	ak.sɛp.tɔ̃	V;PRES;PL;1P
ak.sɛp.te	ak.sɛp.te	V;PRES;PL;2P
ak.sɛp.te	ak.sɛpt	V;PRES;PL;3P
a.kɔ̃.pa.ɲe	a.kɔ̃.pa.ɲe	V;INF
a.kɔ̃.pa.ɲe	a.kɔ̃.pa.ɲɑ̃	V;PRES;GER
a.kɔ̃.pa.ɲe	a.kɔ̃.pa.ɲe	V;PST;PP
a.kɔ̃.pa.ɲe	a.kɔ̃.paɲ	V;PRES;SG;1P
a.kɔ̃.pa.ɲe	a.kɔ̃.paɲ	V;PRES;SG;2P
